市区町村コード,都道府県,名称（空白なし）,名称,人口　平成27年,人口　平成22年（組替）,平成22年〜27年の人口増減数,平成22年〜27年の人口増減率（％）,面積（km2）,人口密度（1km2当たり）,世帯数　平成27年,世帯数　平成22年（組替）,平成22年〜27年の世帯増減数,平成22年〜27年の世帯増減率（％）
11381,埼玉県,美里町,美里町,11211,11605,-394,-3.3950883240,33.41,335.6,3577,3550,27,0.7605633803
11383,埼玉県,神川町,神川町,13704,14470,-766,-5.2937111265,47.40,289.1,5026,5001,25,0.4999000200
11385,埼玉県,上里町,上里町,30484,30998,-514,-1.6581714949,29.18,1044.7,11186,10887,299,2.7463947828
11400,埼玉県,大里郡,大里郡,34092,35774,-1682,-4.7017386929,64.25,530.6,12922,12694,228,1.7961241531
11408,埼玉県,寄居町,寄居町,34092,35774,-1682,-4.7017386929,64.25,530.6,12922,12694,228,1.7961241531
11440,埼玉県,南埼玉郡,南埼玉郡,33859,33641,218,0.6480187866,15.95,2122.8,13782,13190,592,4.4882486732
11442,埼玉県,宮代町,宮代町,33859,33641,218,0.6480187866,15.95,2122.8,13782,13190,592,4.4882486732
11460,埼玉県,北葛飾郡,北葛飾郡,75583,78076,-2493,-3.1930426764,46.23,1634.9,27850,27131,719,2.6501050459
11464,埼玉県,杉戸町,杉戸町,45521,46923,-1402,-2.9878737506,30.03,1515.9,17232,16704,528,3.1609195402
11465,埼玉県,松伏町,松伏町,30062,31153,-1091,-3.5020704266,16.20,1855.7,10618,10427,191,1.8317828714
12101,千葉県,千葉市中央区,千葉市 中央区,205187,199364,5823,2.9207881062,44.69,4591.3,95248,93614,1634,1.7454654218
12102,千葉県,千葉市花見川区,千葉市 花見川区,179286,180949,-1663,-0.9190434874,34.19,5243.8,77544,76051,1493,1.9631563030
12103,千葉県,千葉市稲毛区,千葉市 稲毛区,161162,157768,3394,2.1512600781,21.22,7594.8,71072,68503,2569,3.7502007211
12104,千葉県,千葉市若葉区,千葉市 若葉区,151306,151585,-279,-0.1840551506,84.21,1796.8,63054,61484,1570,2.5535098562
12105,千葉県,千葉市緑区,千葉市 緑区,126931,121921,5010,4.1092182643,66.25,1915.9,46760,44004,2756,6.2630669939
12106,千葉県,千葉市美浜区,千葉市 美浜区,148767,150162,-1395,-0.9289966836,21.20,7017.3,63962,62653,1309,2.0892854293
12202,千葉県,銚子市,銚子市,64431,70210,-5779,-8.2310212220,84.19,765.3,26131,27035,-904,-3.3438135750
12203,千葉県,市川市,市川市,481492,473919,7573,1.5979523927,57.45,8381.1,228684,220582,8102,3.6730104904
12204,千葉県,船橋市,船橋市,622823,609040,13783,2.2630697491,85.62,7274.3,271786,261415,10371,3.9672551307
12205,千葉県,館山市,館山市,47488,49290,-1802,-3.6559139785,110.15,431.1,20143,20232,-89,-0.4398971926
12206,千葉県,木更津市,木更津市,134175,129312,4863,3.7606718634,138.94,965.7,54843,50042,4801,9.5939410895
12207,千葉県,松戸市,松戸市,483238,484457,-1219,-0.2516219190,61.38,7872.9,215464,209570,5894,2.8124254426
12208,千葉県,野田市,野田市,153609,155491,-1882,-1.2103594420,103.55,1483.4,59654,58050,1604,2.7631352283
12210,千葉県,茂原市,茂原市,89730,93015,-3285,-3.5316884373,99.92,898.0,36023,35936,87,0.2420970614
12211,千葉県,成田市,成田市,131230,128933,2297,1.7815454538,213.84,613.7,55421,52894,2527,4.7774794873
12212,千葉県,佐倉市,佐倉市,172789,172183,606,0.3519511218,103.69,1666.4,69041,65035,4006,6.1597601292
12213,千葉県,東金市,東金市,60671,61751,-1080,-1.7489595310,89.12,680.8,25094,24378,716,2.9370744114
12215,千葉県,旭市,旭市,66601,69058,-2457,-3.5578788844,130.45,510.5,23318,23157,161,0.6952541348
12216,千葉県,習志野市,習志野市,168033,164530,3503,2.1290949979,20.97,8013.0,72213,70132,2081,2.9672617350
12217,千葉県,柏市,柏市,414054,404012,10042,2.4855697356,114.74,3608.6,175479,162287,13192,8.1288088387
12218,千葉県,勝浦市,勝浦市,19258,20788,-1530,-7.3600153935,93.96,205.0,8980,9179,-199,-2.1679921560
12219,千葉県,市原市,市原市,274558,280416,-5858,-2.0890391418,368.17,745.7,113664,111973,1691,1.5101854911
12220,千葉県,流山市,流山市,174417,163984,10433,6.3622060689,35.32,4938.2,70733,64921,5812,8.9524190940
12221,千葉県,八千代市,八千代市,193219,189781,3438,1.8115617475,51.39,3759.9,78206,74824,3382,4.5199401262
12222,千葉県,我孫子市,我孫子市,131653,134017,-2364,-1.7639553191,43.15,3051.1,54044,53170,874,1.6437840888
12223,千葉県,鴨川市,鴨川市,33954,35766,-1812,-5.0662640497,191.14,177.6,14445,14361,84,0.5849174849
12224,千葉県,鎌ケ谷市,鎌ケ谷市,108979,107853,1126,1.0440136111,21.08,5169.8,44127,41955,2172,5.1769753307
12225,千葉県,君津市,君津市,86055,89168,-3113,-3.4911627490,318.81,269.9,34459,33908,551,1.6249852542
12226,千葉県,富津市,富津市,45616,48073,-2457,-5.1109770557,205.53,221.9,17621,17311,310,1.7907688753
12227,千葉県,浦安市,浦安市,164086,164877,-791,-0.4797515724,17.30,9484.7,73996,71411,2585,3.6198904931
12228,千葉県,四街道市,四街道市,89272,86726,2546,2.9356824943,34.52,2586.1,34757,32514,2243,6.8985667712
12229,千葉県,袖ケ浦市,袖ケ浦市,60964,60355,609,1.0090299064,94.93,642.2,22650,21561,1089,5.0507861416
12230,千葉県,八街市,八街市,70806,73212,-2406,-3.2863465006,74.94,944.8,27088,25838,1250,4.8378357458
12231,千葉県,印西市,印西市,92684,88176,4508,5.1125022682,123.79,748.7,32583,29622,2961,9.9959489569
12232,千葉県,白井市,白井市,61729,60345,1384,2.2934791615,35.48,1739.8,22665,21207,1458,6.8750884142
12233,千葉県,富里市,富里市,49656,51087,-1431,-2.8011039991,53.88,921.6,20008,19701,307,1.5582965332
12234,千葉県,南房総市,南房総市,39044,42104,-3060,-7.2677180315,230.14,169.7,15052,15575,-523,-3.3579454254
12235,千葉県,匝瑳市,匝瑳市,37273,39814,-2541,-6.3821771236,101.52,367.1,12699,12873,-174,-1.3516662783
12236,千葉県,香取市,香取市,77526,82866,-5340,-6.4441387300,262.35,295.5,27263,27309,-46,-0.1684426380
12237,千葉県,山武市,山武市,52231,56089,-3858,-6.8783540445,146.77,355.9,19448,19286,162,0.8399875557
12238,千葉県,いすみ市,いすみ市,38620,40962,-2342,-5.7174942630,157.44,245.3,14845,14704,141,0.9589227421
12239,千葉県,大網白里市,大網白里市,49191,50113,-922,-1.8398419572,58.08,847.0,18847,18135,712,3.9261097326
12320,千葉県,印旛郡,印旛郡,42212,43814,-1602,-3.6563655453,51.52,819.3,17130,16575,555,3.3484162896
12322,千葉県,酒々井町,酒々井町,20972,21234,-262,-1.2338702082,19.01,1103.2,8946,8571,375,4.3752187609
12329,千葉県,栄町,栄町,21240,22580,-1340,-5.9344552702,32.51,653.3,8184,8004,180,2.2488755622
12340,千葉県,香取郡,香取郡,35032,37610,-2578,-6.8545599575,138.95,252.1,11811,11841,-30,-0.2533569800
12342,千葉県,神崎町,神崎町,6142,6454,-312,-4.8342113418,19.90,308.6,2205,2135,70,3.2786885246
12347,千葉県,多古町,多古町,14738,16002,-1264,-7.8990126234,72.80,202.4,5049,5145,-96,-1.8658892128
12349,千葉県,東庄町,東庄町,14152,15154,-1002,-6.6121156130,46.25,306.0,4557,4561,-4,-0.0877000658
12400,千葉県,山武郡,山武郡,47728,50599,-2871,-5.6740251784,134.70,354.3,17307,17369,-62,-0.3569577984
12403,千葉県,九十九里町,九十九里町,16521,18004,-1483,-8.2370584315,24.45,675.7,6425,6621,-196,-2.9602779036
12409,千葉県,芝山町,芝山町,7440,7920,-480,-6.0606060606,43.24,172.1,2449,2470,-21,-0.8502024291
12410,千葉県,横芝光町,横芝光町,23767,24675,-908,-3.6798378926,67.01,354.7,8433,8278,155,1.8724329548
12420,千葉県,長生郡,長生郡,60074,63385,-3311,-5.2236333517,226.97,264.7,21899,21554,345,1.6006309734
12421,千葉県,一宮町,一宮町,11770,12034,-264,-2.1937842779,22.97,512.4,4485,4393,92,2.0942408377
12422,千葉県,睦沢町,睦沢町,7228,7340,-112,-1.5258855586,35.59,203.1,2439,2400,39,1.6250000000
12423,千葉県,長生村,長生村,14372,14752,-380,-2.5759219089,28.29,508.0,5418,5032,386,7.6709062003
12424,千葉県,白子町,白子町,11160,12151,-991,-8.1557073492,27.50,405.8,4182,4274,-92,-2.1525503042
12426,千葉県,長柄町,長柄町,7338,8035,-697,-8.6745488488,47.11,155.8,2586,2639,-53,-2.0083364911
12427,千葉県,長南町,長南町,8206,9073,-867,-9.5558249752,65.51,125.3,2789,2816,-27,-0.9588068182
12440,千葉県,夷隅郡,夷隅郡,17163,18409,-1246,-6.7684284861,154.73,110.9,6493,6693,-200,-2.9881966233
12441,千葉県,大多喜町,大多喜町,9850,10671,-821,-7.6937494143,129.87,75.8,3444,3584,-140,-3.9062500000
12443,千葉県,御宿町,御宿町,7313,7738,-425,-5.4923752908,24.86,294.2,3049,3109,-60,-1.9298809907
12460,千葉県,安房郡,安房郡,8024,8950,-926,-10.3463687151,45.19,177.6,3325,3480,-155,-4.4540229885
12463,千葉県,鋸南町,鋸南町,8024,8950,-926,-10.3463687151,45.19,177.6,3325,3480,-155,-4.4540229885
13101,東京都,千代田区,千代田区,58344,47115,11229,23.8331741484,11.66,5003.8,33361,25560,7801,30.5203442879
13102,東京都,中央区,中央区,141087,122762,18325,14.9272576204,10.21,13818.5,79184,67981,11203,16.4796045954
13103,東京都,港区,港区,243390,205131,38259,18.6510083800,20.37,11948.5,130386,110113,20273,18.4110867927
13104,東京都,新宿区,新宿区,333363,326309,7054,2.1617546559,18.22,18296.5,203831,195434,8397,4.2965911766
13105,東京都,文京区,文京区,219806,206626,13180,6.3786745134,11.29,19469.1,120640,111753,8887,7.9523592208
13106,東京都,台東区,台東区,198512,175928,22584,12.8370697103,10.11,19635.2,111887,95413,16474,17.2659910075
13107,東京都,墨田区,墨田区,256416,247606,8810,3.5580720984,13.77,18621.4,130338,120797,9541,7.8983749596
13108,東京都,江東区,江東区,498144,460819,37325,8.0997094304,40.16,12404.0,244482,214424,30058,14.0180203709
13109,東京都,品川区,品川区,386687,365302,21385,5.8540604760,22.84,16930.3,212322,196132,16190,8.2546448310
13110,東京都,目黒区,目黒区,278105,268330,9775,3.6429023963,14.67,18957.4,144873,138028,6845,4.9591387255
13111,東京都,大田区,大田区,717565,693373,24192,3.4890311564,60.66,11829.3,371447,345608,25839,7.4763894354
13112,東京都,世田谷区,世田谷区,900391,877138,23253,2.6510081652,58.05,15510.6,462335,448961,13374,2.9788778981
13113,東京都,渋谷区,渋谷区,224815,204492,20323,9.9382860943,15.11,14878.6,135498,123746,11752,9.4968726262
13114,東京都,中野区,中野区,328685,314750,13935,4.4273232724,15.59,21083.1,195630,184267,11363,6.1665952124
13115,東京都,杉並区,杉並区,564846,549569,15277,2.7798147275,34.06,16583.9,312413,302805,9608,3.1729991248
13116,東京都,豊島区,豊島区,291066,284678,6388,2.2439387659,13.01,22372.5,176104,166214,9890,5.9501606363
13117,東京都,北区,北区,341074,335544,5530,1.6480699998,20.61,16549.0,176873,172568,4305,2.4946687683
13118,東京都,荒川区,荒川区,211518,203296,8222,4.0443491264,10.16,20818.7,101752,96161,5591,5.8142074230
13119,東京都,板橋区,板橋区,561937,535824,26113,4.8734285885,32.22,17440.6,291659,272683,18976,6.9589963437
13120,東京都,練馬区,練馬区,722108,716124,5984,0.8356094755,48.08,15018.9,337824,336163,1661,0.4941055381
13121,東京都,足立区,足立区,671108,683426,-12318,-1.8023897247,53.25,12603.0,310852,314618,-3766,-1.1970071642
13122,東京都,葛飾区,葛飾区,443293,442586,707,0.1597429652,34.80,12738.3,201360,197276,4084,2.0701960705
13123,東京都,江戸川区,江戸川区,680305,678967,1338,0.1970640694,49.90,13633.4,308328,304041,4287,1.4100072030
13201,東京都,八王子市,八王子市,576526,580053,-3527,-0.6080478853,186.38,3093.3,254008,249893,4115,1.6467047896
13202,東京都,立川市,立川市,175388,179668,-4280,-2.3821715609,24.36,7199.8,83355,80916,2439,3.0142369865
13203,東京都,武蔵野市,武蔵野市,144683,138734,5949,4.2880620468,10.98,13177.0,73981,71228,2753,3.8650530690
13204,東京都,三鷹市,三鷹市,187133,186083,1050,0.5642643337,16.42,11396.7,90396,90190,206,0.2284066970
13205,東京都,青梅市,青梅市,137177,139339,-2162,-1.5516115373,103.31,1327.8,54344,52544,1800,3.4257003654
13206,東京都,府中市,府中市,260132,255506,4626,1.8105249975,29.43,8839.0,119391,115166,4225,3.6686174739
13207,東京都,昭島市,昭島市,111511,112297,-786,-0.6999296508,17.34,6430.9,48156,47236,920,1.9476670336
13208,東京都,調布市,調布市,229644,223593,6051,2.7062564570,21.58,10641.5,110155,107919,2236,2.0719243136
13209,東京都,町田市,町田市,432516,427016,5500,1.2880079435,71.80,6023.9,186376,180172,6204,3.4433763293
13210,東京都,小金井市,小金井市,121590,118852,2738,2.3037054488,11.30,10760.2,59859,57695,2164,3.7507582979
13211,東京都,小平市,小平市,190245,187035,3210,1.7162563157,20.51,9275.7,82994,81784,1210,1.4795069940
13212,東京都,日野市,日野市,186374,180052,6322,3.5112078733,27.55,6764.9,84473,80138,4335,5.4094187527
13213,東京都,東村山市,東村山市,150130,153557,-3427,-2.2317445639,17.14,8759.0,64578,63985,593,0.9267797140
13214,東京都,国分寺市,国分寺市,122701,120650,2051,1.6999585578,11.46,10706.9,59116,57775,1341,2.3210731285
13215,東京都,国立市,国立市,73274,75510,-2236,-2.9611971924,8.15,8990.7,33627,35767,-2140,-5.9831688428
13218,東京都,福生市,福生市,58432,59796,-1364,-2.2810890361,10.16,5751.2,27413,27045,368,1.3606951377
13219,東京都,狛江市,狛江市,80074,78751,1323,1.6799786669,6.39,12531.1,39520,39168,352,0.8986928105
13220,東京都,東大和市,東大和市,85167,83068,2099,2.5268454760,13.42,6346.3,35570,33648,1922,5.7120779838
13221,東京都,清瀬市,清瀬市,74893,74104,789,1.0647198532,10.23,7320.9,32352,30954,1398,4.5163791432
13222,東京都,東久留米市,東久留米市,116668,116546,122,0.1046796973,12.88,9058.1,49904,49177,727,1.4783333672
13223,東京都,武蔵村山市,武蔵村山市,71268,70053,1215,1.7344010963,15.32,4652.0,28266,26790,1476,5.5095184770
13224,東京都,多摩市,多摩市,146627,147648,-1021,-0.6915095362,21.01,6978.9,65476,64078,1398,2.1817160336
13225,東京都,稲城市,稲城市,87645,84835,2810,3.3123121353,17.97,4877.3,36324,34842,1482,4.2534871707
13227,東京都,羽村市,羽村市,55845,57032,-1187,-2.0812876981,9.90,5640.9,23419,23449,-30,-0.1279372255
13228,東京都,あきる野市,あきる野市,80980,80868,112,0.1384973042,73.47,1102.2,30734,29385,1349,4.5907776076
13229,東京都,西東京市,西東京市,199823,196511,3312,1.6854018350,15.75,12687.2,89676,87457,2219,2.5372468756
13300,東京都,西多摩郡,西多摩郡,58228,58750,-522,-0.8885106383,375.86,154.9,21814,20962,852,4.0644976624
13303,東京都,瑞穂町,瑞穂町,33461,33497,-36,-0.1074723110,16.85,1985.8,13160,12369,791,6.3950198076
13305,東京都,日の出町,日の出町,17325,16650,675,4.0540540541,28.07,617.2,5773,5461,312,5.7132393335
13307,東京都,檜原村,檜原村,2207,2558,-351,-13.7216575450,105.41,20.9,837,915,-78,-8.5245901639
13308,東京都,奥多摩町,奥多摩町,5235,6045,-810,-13.3995037221,225.53,23.2,2044,2217,-173,-7.8033378439
13361,東京都,大島町,大島町,7883,8461,-578,-6.8313438128,90.76,86.9,3951,4098,-147,-3.5871156662
13362,東京都,利島村,利島村,338,341,-3,-0.8797653959,4.12,82.0,194,204,-10,-4.9019607843
13363,東京都,新島村,新島村,2750,2883,-133,-4.6132500867,27.52,99.9,1258,1251,7,0.5595523581
13364,東京都,神津島村,神津島村,1891,1889,2,0.1058761249,18.58,101.8,791,787,4,0.5082592122
13381,東京都,三宅村,三宅村,2482,2676,-194,-7.2496263079,55.27,44.9,1483,1578,-95,-6.0202788340
13382,東京都,御蔵島村,御蔵島村,335,348,-13,-3.7356321839,20.54,16.3,194,198,-4,-2.0202020202
13401,東京都,八丈町,八丈町,7615,8231,-616,-7.4839023205,72.21,105.5,3920,4090,-170,-4.1564792176
13402,東京都,青ヶ島村,青ヶ島村,178,201,-23,-11.4427860697,5.96,29.9,125,122,3,2.4590163934
13421,東京都,小笠原村,小笠原村,3023,2785,238,8.5457809695,104.35,29.0,1517,1344,173,12.8720238095
14101,神奈川県,横浜市鶴見区,横浜市 鶴見区,285404,272178,13226,4.8593200038,33.23,8588.7,132833,124177,8656,6.9706950563
14102,神奈川県,横浜市神奈川区,横浜市 神奈川区,239109,233429,5680,2.4332880662,23.73,10076.2,119222,113613,5609,4.9369350338
14103,神奈川県,横浜市西区,横浜市 西区,98554,94867,3687,3.8864937228,7.03,14019.1,51744,49076,2668,5.4364658896
14104,神奈川県,横浜市中区,横浜市 中区,148356,146033,2323,1.5907363404,21.20,6997.9,78836,75700,3136,4.1426684280
14105,神奈川県,横浜市南区,横浜市 南区,194927,196153,-1226,-0.6250223040,12.65,15409.2,95614,92352,3262,3.5321379071
14106,神奈川県,横浜市保土ケ谷区,横浜市 保土ケ谷区,205560,206634,-1074,-0.5197595749,21.93,9373.5,92878,90076,2802,3.1107065145
14107,神奈川県,横浜市磯子区,横浜市 磯子区,166263,163237,3026,1.8537463933,19.05,8727.7,74538,71169,3369,4.7338026388
14108,神奈川県,横浜市金沢区,横浜市 金沢区,202300,209274,-6974,-3.3324732169,30.96,6534.2,86878,86773,105,0.1210053819
14109,神奈川県,横浜市港北区,横浜市 港北区,344261,329471,14790,4.4890142076,31.40,10963.7,163484,154733,8751,5.6555485902
14110,神奈川県,横浜市戸塚区,横浜市 戸塚区,275349,274324,1025,0.3736457619,35.79,7693.5,113347,109824,3523,3.2078598485
14111,神奈川県,横浜市港南区,横浜市 港南区,215775,221411,-5636,-2.5454923197,19.90,10843.0,90993,90108,885,0.9821547476
14112,神奈川県,横浜市旭区,横浜市 旭区,247234,251086,-3852,-1.5341357145,32.73,7553.7,102683,100980,1703,1.6864725688
14113,神奈川県,横浜市緑区,横浜市 緑区,180426,177631,2795,1.5734866099,25.51,7072.8,74418,71204,3214,4.5137913600
14114,神奈川県,横浜市瀬谷区,横浜市 瀬谷区,124626,126913,-2287,-1.8020218575,17.17,7258.4,50484,49560,924,1.8644067797
14115,神奈川県,横浜市栄区,横浜市 栄区,122227,124866,-2639,-2.1134656352,18.52,6599.7,50400,50345,55,0.1092462012
14116,神奈川県,横浜市泉区,横浜市 泉区,154038,155698,-1660,-1.0661665532,23.58,6532.6,60701,58838,1863,3.1663210850
14117,神奈川県,横浜市青葉区,横浜市 青葉区,309859,304297,5562,1.8278195316,35.22,8797.8,125714,120378,5336,4.4327036502
14118,神奈川県,横浜市都筑区,横浜市 都筑区,211899,201271,10628,5.2804427861,27.87,7603.1,80478,74983,5495,7.3283277543
14131,神奈川県,川崎市川崎区,川崎市 川崎区,223440,217328,6112,2.8123389531,39.53,5652.4,109474,105586,3888,3.6823063664
14132,神奈川県,川崎市幸区,川崎市 幸区,160864,154212,6652,4.3135423962,10.01,16070.3,75139,70680,4459,6.3087153367
14133,神奈川県,川崎市中原区,川崎市 中原区,247476,233925,13551,5.7928823341,14.74,16789.4,123312,117190,6122,5.2239952214
14134,神奈川県,川崎市高津区,川崎市 高津区,228119,217360,10759,4.9498527788,16.36,13943.7,107920,101753,6167,6.0607549655
14135,神奈川県,川崎市多摩区,川崎市 多摩区,214240,213894,346,0.1617623683,20.50,10450.7,106390,103595,2795,2.6980066606
14136,神奈川県,川崎市宮前区,川崎市 宮前区,225604,218867,6737,3.0781250714,18.61,12122.7,94754,92164,2590,2.8102078903
14137,神奈川県,川崎市麻生区,川崎市 麻生区,175557,169926,5631,3.3137954168,23.25,7550.8,74247,71726,2521,3.5147645205
14151,神奈川県,相模原市緑区,相模原市 緑区,173710,176192,-2482,-1.4086905194,253.68,684.8,71168,70052,1116,1.5931022669
14152,神奈川県,相模原市中央区,相模原市 中央区,270021,266982,3039,1.1382789851,36.87,7323.6,116294,112483,3811,3.3880675302
14153,神奈川県,相模原市南区,相模原市 南区,277183,274341,2842,1.0359370273,38.11,7273.2,123772,120267,3505,2.9143489070
14201,神奈川県,横須賀市,横須賀市,406686,418325,-11639,-2.7822864997,100.83,4033.4,165755,164362,1393,0.8475194996
14203,神奈川県,平塚市,平塚市,258246,260780,-2534,-0.9717002838,67.82,3807.8,107339,104369,2970,2.8456725656
14204,神奈川県,鎌倉市,鎌倉市,172902,174314,-1412,-0.8100324701,39.66,4359.6,73032,72463,569,0.7852283234
